standard_type,standard_size,cts_specification,ring_oz_specification,chemical,cooking,incoterms,packing,price,unit,active_date,week,month,quarter,year,month_number,quarter_number
Sú,61/70,8X16,12+4,Chemical free,Cooked,FOB Toronto,Ring,6.67,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X16,12+4,Chemical free,Cooked,FOB Vancouver,Ring,6.47,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X16,12+4,Chemical free,Cooked,DDP Atlanta,Ring,6.85,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X16,12+4,Chemical free,Cooked,DDP LA,Ring,6.61,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X16,12+4,Chemical free,Cooked,DDP New York,Ring,6.67,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X16,12+4,Chemical free,Cooked,DDP Atlanta,Ring,6.88,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X16,12+4,Chemical free,Cooked,DDP LA,Ring,6.64,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X16,12+4,Chemical free,Cooked,DDP New York,Ring,6.7,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X16,12+4,Chemical free,Cooked,FOB Toronto,Ring,6.7,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X16,12+4,Chemical free,Cooked,FOB Vancouver,Ring,6.5,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X16,11+5,Treated,Cooked,DDP Atlanta,Ring,6.23,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X16,11+5,Treated,Cooked,DDP New York,Ring,6.09,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X16,11+5,Treated,Cooked,DDP Atlanta,Ring,6.26,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X16,11+5,Treated,Cooked,DDP New York,Ring,6.12,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X16,11+5,Chemical free,Cooked,DDP Atlanta,Ring,6.66,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X16,11+5,Chemical free,Cooked,DDP New York,Ring,6.52,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X16,11+5,Chemical free,Cooked,DDP Atlanta,Ring,6.69,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X16,11+5,Chemical free,Cooked,DDP New York,Ring,6.55,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,6X10,6+4,Treated,Cooked,FOB Toronto,Ring,3.48,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,6X10,6+4,Treated,Cooked,FOB Vancouver,Ring,3.4,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,6X10,6+4,Treated,Cooked,DDP Atlanta,Ring,3.55,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,6X10,6+4,Treated,Cooked,DDP LA,Ring,3.46,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,6X10,6+4,Treated,Cooked,DDP New York,Ring,3.48,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,6X10,6+4,Treated,Cooked,DDP Atlanta,Ring,3.57,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,6X10,6+4,Treated,Cooked,DDP LA,Ring,3.48,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,6X10,6+4,Treated,Cooked,DDP New York,Ring,3.5,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,6X10,6+4,Treated,Cooked,FOB Toronto,Ring,3.46,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,6X10,6+4,Treated,Cooked,FOB Vancouver,Ring,3.38,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,6X10,6+4,Chemical free,Cooked,FOB Toronto,Ring,3.69,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,6X10,6+4,Chemical free,Cooked,FOB Vancouver,Ring,3.61,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,6X10,6+4,Chemical free,Cooked,DDP Atlanta,Ring,3.79,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,6X10,6+4,Chemical free,Cooked,DDP LA,Ring,3.7,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,6X10,6+4,Chemical free,Cooked,DDP New York,Ring,3.72,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,6X10,6+4,Chemical free,Cooked,DDP Atlanta,Ring,3.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,6X10,6+4,Chemical free,Cooked,DDP LA,Ring,3.71,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,6X10,6+4,Chemical free,Cooked,DDP New York,Ring,3.73,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,6X10,6+4,Chemical free,Cooked,FOB Toronto,Ring,3.7,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,6X10,6+4,Chemical free,Cooked,FOB Vancouver,Ring,3.62,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X36,28+8,Treated,Cooked,FOB Toronto,Ring,14.1,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X36,28+8,Treated,Cooked,FOB Vancouver,Ring,13.77,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X36,28+8,Treated,Cooked,DDP Atlanta,Ring,14.38,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X36,28+8,Treated,Cooked,DDP LA,Ring,13.98,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X36,28+8,Treated,Cooked,DDP New York,Ring,14.09,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X36,28+8,Treated,Cooked,DDP Atlanta,Ring,14.46,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X36,28+8,Treated,Cooked,DDP LA,Ring,14.06,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X36,28+8,Treated,Cooked,DDP New York,Ring,14.17,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X36,28+8,Treated,Cooked,FOB Toronto,Ring,14.01,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X36,28+8,Treated,Cooked,FOB Vancouver,Ring,13.68,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X36,28+8,Chemical free,Cooked,FOB Toronto,Ring,15.09,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X36,28+8,Chemical free,Cooked,FOB Vancouver,Ring,14.76,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X36,28+8,Chemical free,Cooked,DDP Atlanta,Ring,15.48,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X36,28+8,Chemical free,Cooked,DDP LA,Ring,15.08,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,8X36,28+8,Chemical free,Cooked,DDP New York,Ring,15.19,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X36,28+8,Chemical free,Cooked,DDP Atlanta,Ring,15.55,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X36,28+8,Chemical free,Cooked,DDP LA,Ring,15.15,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X36,28+8,Chemical free,Cooked,DDP New York,Ring,15.26,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X36,28+8,Chemical free,Cooked,FOB Toronto,Ring,15.16,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,8X36,28+8,Chemical free,Cooked,FOB Vancouver,Ring,14.83,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X10,7+3,Treated,Cooked,FOB Toronto,Ring,3.82,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X10,7+3,Treated,Cooked,DDP Atlanta,Ring,3.9,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X10,7+3,Treated,Cooked,DDP Atlanta,Ring,3.92,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X10,7+3,Treated,Cooked,FOB Toronto,Ring,3.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X10,7+3,Chemical free,Cooked,FOB Toronto,Ring,4.06,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X10,7+3,Chemical free,Cooked,DDP Atlanta,Ring,4.17,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X10,7+3,Chemical free,Cooked,DDP Atlanta,Ring,4.19,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X10,7+3,Chemical free,Cooked,FOB Toronto,Ring,4.08,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X10,6+4,Treated,Cooked,FOB Toronto,Ring,3.53,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X10,6+4,Treated,Cooked,FOB Vancouver,Ring,3.41,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X10,6+4,Treated,Cooked,DDP Atlanta,Ring,3.6,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X10,6+4,Treated,Cooked,DDP New York,Ring,3.49,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X10,6+4,Treated,Cooked,DDP Atlanta,Ring,3.62,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X10,6+4,Treated,Cooked,DDP New York,Ring,3.51,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X10,6+4,Treated,Cooked,FOB Toronto,Ring,3.51,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X10,6+4,Treated,Cooked,FOB Vancouver,Ring,3.39,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X10,6+4,Chemical free,Cooked,FOB Toronto,Ring,3.74,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X10,6+4,Chemical free,Cooked,FOB Vancouver,Ring,3.62,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X10,6+4,Chemical free,Cooked,DDP Atlanta,Ring,3.84,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,12X10,6+4,Chemical free,Cooked,DDP New York,Ring,3.73,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X10,6+4,Chemical free,Cooked,DDP Atlanta,Ring,3.85,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X10,6+4,Chemical free,Cooked,DDP New York,Ring,3.74,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X10,6+4,Chemical free,Cooked,FOB Toronto,Ring,3.76,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,12X10,6+4,Chemical free,Cooked,FOB Vancouver,Ring,3.64,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,4X32,24+8,Treated,Cooked,FOB Toronto,Ring,12.39,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,4X32,24+8,Treated,Cooked,FOB Vancouver,Ring,12.02,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,4X32,24+8,Treated,Cooked,DDP Atlanta,Ring,12.64,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,4X32,24+8,Treated,Cooked,DDP LA,Ring,12.2,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,4X32,24+8,Treated,Cooked,DDP New York,Ring,12.32,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,4X32,24+8,Treated,Cooked,DDP Atlanta,Ring,12.71,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,4X32,24+8,Treated,Cooked,DDP LA,Ring,12.27,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,4X32,24+8,Treated,Cooked,DDP New York,Ring,12.39,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,4X32,24+8,Treated,Cooked,FOB Toronto,Ring,12.32,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,4X32,24+8,Treated,Cooked,FOB Vancouver,Ring,11.95,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X16,12+4,Treated,Cooked,FOB Toronto,Ring,6.16,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X16,12+4,Treated,Cooked,FOB Vancouver,Ring,6.0,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X16,12+4,Treated,Cooked,DDP Atlanta,Ring,6.28,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X16,12+4,Treated,Cooked,DDP LA,Ring,6.09,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X16,12+4,Treated,Cooked,DDP New York,Ring,6.14,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X16,12+4,Treated,Cooked,DDP Atlanta,Ring,6.31,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X16,12+4,Treated,Cooked,DDP LA,Ring,6.12,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X16,12+4,Treated,Cooked,DDP New York,Ring,6.17,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X16,12+4,Treated,Cooked,FOB Toronto,Ring,6.12,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X16,12+4,Treated,Cooked,FOB Vancouver,Ring,5.96,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X16,12+4,Chemical free,Cooked,FOB Toronto,Ring,6.58,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X16,12+4,Chemical free,Cooked,FOB Vancouver,Ring,6.42,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X16,12+4,Chemical free,Cooked,DDP Atlanta,Ring,6.75,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X16,12+4,Chemical free,Cooked,DDP LA,Ring,6.56,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X16,12+4,Chemical free,Cooked,DDP New York,Ring,6.61,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X16,12+4,Chemical free,Cooked,DDP Atlanta,Ring,6.78,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X16,12+4,Chemical free,Cooked,DDP LA,Ring,6.59,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X16,12+4,Chemical free,Cooked,DDP New York,Ring,6.64,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X16,12+4,Chemical free,Cooked,FOB Toronto,Ring,6.61,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X16,12+4,Chemical free,Cooked,FOB Vancouver,Ring,6.45,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X9.5,7+2.5,Treated,Cooked,FOB Toronto,Ring,4.26,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X9.5,7+2.5,Treated,Cooked,FOB Vancouver,Ring,4.16,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X9.5,7+2.5,Treated,Cooked,DDP Atlanta,Ring,4.35,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X9.5,7+2.5,Treated,Cooked,DDP LA,Ring,4.23,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X9.5,7+2.5,Treated,Cooked,DDP New York,Ring,4.26,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X9.5,7+2.5,Treated,Cooked,DDP Atlanta,Ring,4.38,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X9.5,7+2.5,Treated,Cooked,DDP LA,Ring,4.26,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X9.5,7+2.5,Treated,Cooked,DDP New York,Ring,4.29,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X9.5,7+2.5,Treated,Cooked,FOB Toronto,Ring,4.24,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X9.5,7+2.5,Treated,Cooked,FOB Vancouver,Ring,4.14,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X9.5,7+2.5,Chemical free,Cooked,FOB Toronto,Ring,4.51,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X9.5,7+2.5,Chemical free,Cooked,FOB Vancouver,Ring,4.41,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X9.5,7+2.5,Chemical free,Cooked,DDP Atlanta,Ring,4.63,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X9.5,7+2.5,Chemical free,Cooked,DDP LA,Ring,4.51,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,61/70,10X9.5,7+2.5,Chemical free,Cooked,DDP New York,Ring,4.54,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X9.5,7+2.5,Chemical free,Cooked,DDP Atlanta,Ring,4.65,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X9.5,7+2.5,Chemical free,Cooked,DDP LA,Ring,4.53,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X9.5,7+2.5,Chemical free,Cooked,DDP New York,Ring,4.56,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X9.5,7+2.5,Chemical free,Cooked,FOB Toronto,Ring,4.53,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,10X9.5,7+2.5,Chemical free,Cooked,FOB Vancouver,Ring,4.43,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X22,16+6,Treated,Cooked,FOB Vancouver,Ring,8.21,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X22,16+6,Treated,Cooked,FOB Vancouver,Ring,8.26,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X22,16+6,Chemical free,Cooked,FOB Vancouver,Ring,8.77,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X22,16+6,Chemical free,Cooked,FOB Vancouver,Ring,8.96,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X36,28+8,Treated,Cooked,FOB Toronto,Ring,14.25,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X36,28+8,Treated,Cooked,FOB Vancouver,Ring,13.92,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X36,28+8,Treated,Cooked,DDP Atlanta,Ring,14.62,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X36,28+8,Treated,Cooked,DDP LA,Ring,14.22,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X36,28+8,Treated,Cooked,DDP New York,Ring,14.33,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X36,28+8,Treated,Cooked,DDP Atlanta,Ring,14.71,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X36,28+8,Treated,Cooked,DDP LA,Ring,14.31,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X36,28+8,Treated,Cooked,DDP New York,Ring,14.42,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X36,28+8,Treated,Cooked,FOB Toronto,Ring,14.33,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X36,28+8,Treated,Cooked,FOB Vancouver,Ring,14.0,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X36,28+8,Chemical free,Cooked,FOB Toronto,Ring,15.24,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X36,28+8,Chemical free,Cooked,FOB Vancouver,Ring,14.91,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X36,28+8,Chemical free,Cooked,DDP Atlanta,Ring,15.64,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X36,28+8,Chemical free,Cooked,DDP LA,Ring,15.24,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,4X36,28+8,Chemical free,Cooked,DDP New York,Ring,15.35,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X36,28+8,Chemical free,Cooked,DDP Atlanta,Ring,15.97,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X36,28+8,Chemical free,Cooked,DDP LA,Ring,15.57,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X36,28+8,Chemical free,Cooked,DDP New York,Ring,15.68,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X36,28+8,Chemical free,Cooked,FOB Toronto,Ring,15.57,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X36,28+8,Chemical free,Cooked,FOB Vancouver,Ring,15.24,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X14,11+3,Treated,Cooked,FOB Toronto,Ring,5.64,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X14,11+3,Treated,Cooked,FOB Vancouver,Ring,5.53,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X14,11+3,Treated,Cooked,DDP Atlanta,Ring,5.79,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X14,11+3,Treated,Cooked,DDP LA,Ring,5.66,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,16X14,11+3,Treated,Cooked,DDP New York,Ring,5.69,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X14,11+3,Treated,Cooked,DDP Atlanta,Ring,5.82,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X14,11+3,Treated,Cooked,DDP LA,Ring,5.69,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X14,11+3,Treated,Cooked,DDP New York,Ring,5.72,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X14,11+3,Treated,Cooked,FOB Toronto,Ring,5.67,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,16X14,11+3,Treated,Cooked,FOB Vancouver,Ring,5.56,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
